Date;Match ID;League;country;Time;Status;Diff_Prob;OddAsianOverGoals_FT;AsianOverGoals_FT;OddAsianUnderGoals_FT;AsianUnderGoals_FT;corners_home;corners_away;corners_FT;corners_home_HT;corners_away_HT;Corners_HT;attack_FT;dangerous_attack_FT;possession_FT;Home;Home Pos;Home Red Cards;Home Yellow Cards;Odd_H_FT;Goals_H_HT;Goals_H_FT;Score;Odd_D_FT;Away;Away Pos;Away Red Cards;Away Yellow Cards;Odd_A_FT;Goals_A_HT;Goals_A_FT;Handicap;Corners (FT);Corners (HT);Total Goals Line (FT);Total Goals Line (HT);Dangerous Attacks (FT);Dangerous Attacks (HT);half_dangerous_attack_away;half_dangerous_attack_home;half_possession_away;half_possession_home;half_shoot_off_target_away;half_shoot_off_target_home;half_shoot_on_target_away;half_shoot_on_target_home;odds_lose_odds;odds_win_odds;odds_draw_odds;handicap_goal_over_line;handicap_goal_over_odds;handicap_goal_under_odds;handicap_goal_under_line;attack_away;attack_home;dangerous_attack_away;dangerous_attack_home;possession_away;possession_home;shoot_off_target_away;shoot_off_target_home;shoot_on_target_away;shoot_on_target_home;GoalMinutes;goal_minutes_real;goal_periods;is_extra_time;goal_scorers;goal_diff_before_list;goal_diff_after_list;period_result_before_list;period_result_after_list;pct_time_drawing;pct_time_home_winning;pct_time_away_winning;pct_time_drawing_HT;pct_time_home_winning_HT;pct_time_away_winning_HT;category;api_H_id;api_H_team;api_A_id;api_A_team
2026-04-28;193673442;India Super League;India;11:00;Schedule;0.6823529411764706;1.975;3.5;1.825;3.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;East Bengal Club;;0.0;0.0;1.25;0;0.0;0 - 0;5.25;Odisha FC;;0.0;0.0;8.5;0;0.0;-1.75;0 - 0;0-0;3.5;1.5;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;40655.0;SC East Bengal;174592.0;Odisha FC
2026-04-28;193660134;Uzbekistan PFL;Uzbekistan;11:00;Schedule;0.27888707037643207;1.775;2.0, 2.5;2.025;2.0, 2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Sogdiana Jizzakh;;0.0;0.0;1.833;0;0.0;0 - 0;3.3;Termez Surkhon;;0.0;0.0;3.75;0;0.0;-0.5;0 - 0;0-0;2.25;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;424837.0;FK Termez Surkhon
2026-04-28;193659942;Argentina Nacional Reserve League;Argentina;11:00;Schedule;0.18787878787878787;2.0;2.0;1.8;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Los Andes Reserves;;0.0;0.0;2.2;0;0.0;0 - 0;2.7;Almagro Reserves;;0.0;0.0;3.75;0;0.0;-0.25;0 - 0;0-0;2.0;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Youth;;;;
2026-04-28;193655699;Egypt Division 1;Egypt;11:00;Schedule;0.26891807379612265;1.8;2.0;2.0;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;ZED FC;8.0;0.0;0.0;1.95;0;0.0;0 - 0;2.875;Pharco FC;20.0;0.0;0.0;4.1;0;0.0;-0.5;0 - 0;0-0;2.0;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;249057.0;Zed FC;307074.0;Pharco FC
2026-04-28;193655691;Egypt Division 1;Egypt;11:00;Schedule;0.4373768646214467;1.95;2.0;1.85;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Petrojet;12.0;0.0;0.0;1.615;0;0.0;0 - 0;3.1;Ismaily SC;21.0;0.0;0.0;5.5;0;0.0;-0.75;0 - 0;0-0;2.0;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;43567.0;Petrojet FC;42366.0;Ismaily SC
2026-04-28;193660355;Argentina Reserve League;Argentina;11:00;Schedule;0.47567567567567565;1.85;3.0;1.95;3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Defensores de Cambaceres Reserves;;0.0;0.0;1.48;0;0.0;0 - 0;4.2;General Lamadrid Reserves;;0.0;0.0;5.0;0;0.0;-1.25;0 - 0;0-0;3.0;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Youth;;;;
2026-04-28;193660349;Argentina Reserve League;Argentina;11:00;Schedule;0.1847745750184775;2.0;3.0;1.8;3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Berazategui Reserves;;0.0;0.0;2.05;0;0.0;0 - 0;3.25;El Porvenir Reserves;;0.0;0.0;3.3;0;0.0;-0.25;0 - 0;0-0;3.0;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Youth;;;;
2026-04-28;193660357;Argentina Reserve League;Argentina;11:00;Schedule;0.6073304040295788;2.0;3.0, 3.5;1.8;3.0, 3.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Deportivo Espanol Reserves;;0.0;0.0;1.333;0;0.0;0 - 0;5.0;Puerto Nuevo Reserves;;0.0;0.0;7.0;0;0.0;-1.5;0 - 0;0-0;3.25;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Youth;;;;
2026-04-28;193659142;Tunisia League 2;Tunisia;11:30;Schedule;0.2596491228070175;1.975;2.0, 2.5;1.825;2.0, 2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Kalaa Sport;;0.0;0.0;1.9;0;0.0;0 - 0;3.1;CS Redeyef;;0.0;0.0;3.75;0;0.0;-0.5;0 - 0;0-0;2.25;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;191832.0;Kalaa Sport;402381.0;CS Redeyef
2026-04-28;193659135;Tunisia League 2;Tunisia;11:30;Schedule;0.7564102564102564;1.975;2.5;1.825;2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Progres Sakiet Eddaier;;0.0;0.0;1.2;0;0.0;0 - 0;5.0;AS Djelma;;0.0;0.0;13.0;0;0.0;-1.75;0 - 0;0-0;2.5;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;302328.0;A Sakiet Edayer;302312.0;AS Djelma
2026-04-28;193700951;Israel Youth Cup;Israel;11:30;Schedule;-0.018115942028985532;1.975;3.5;1.825;3.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Maccabi Petah Tikva Asis David U19;;0.0;0.0;2.4;0;0.0;0 - 0;3.75;Maccabi Netanya U19;;0.0;0.0;2.3;0;0.0;0.0;0 - 0;0-0;3.5;1.5;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Youth;;;307298.0;Maccabi Netanya
2026-04-28;193660353;Argentina Reserve League;Argentina;12:00;Schedule;-0.5901875468867217;1.85;3.5;1.95;3.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Centro Espanyol Reserves;;0.0;0.0;6.25;0;0.0;0 - 0;5.0;Argentino de Rosario Reserves;;0.0;0.0;1.333;0;0.0;+1.5;0 - 0;0-0;3.5;1.5;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Youth;;;;
2026-04-28;193673607;Finland Cup;Finland;12:00;Schedule;-0.46743295019157094;1.975;3.0, 3.5;1.825;3.0, 3.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;SalPa;;0.0;0.0;4.5;0;0.0;0 - 0;5.0;TPS;;0.0;0.0;1.45;0;0.0;+1.25;0 - 0;0-0;3.25;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;22394.0;SalPa;;
2026-04-28;193673016;Finland Cup;Finland;12:00;Schedule;-0.9122078209814999;1.85;4.0;1.95;4.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;VPS-J;;0.0;0.0;34.0;0;0.0;0 - 0;11.0;SJK;;0.0;0.0;1.062;0;0.0;+3.25;0 - 0;0-0;4.0;1.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;
2026-04-28;193673014;Finland Cup;Finland;12:00;Schedule;-0.8499236174763215;1.975;4.0, 4.5;1.825;4.0, 4.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Töölön Taisto;;0.0;0.0;15.0;0;0.0;0 - 0;8.5;JaPS;;0.0;0.0;1.091;0;0.0;+3.0;0 - 0;0-0;4.25;1.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;194966.0;Toolon Taisto;23422.0;JaPS
2026-04-28;193672215;Estonia Esiliiga B;Estonia;12:00;Schedule;-0.17600838135149288;1.825;3.5;1.975;3.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Levadia Tallinn III;;0.0;0.0;2.875;0;0.0;0 - 0;4.1;FA Kalev Tartu;;0.0;0.0;1.909;0;0.0;+0.5;0 - 0;0-0;3.5;1.5;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Youth;;;794998.0;FA Tartu Kalev
2026-04-28;193672213;Estonia Esiliiga B;Estonia;12:00;Schedule;0.09564801530368244;1.85;4.0;1.95;4.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;JK Tallinna Kalev II;;0.0;0.0;2.05;0;0.0;0 - 0;4.333;Parnu JK Vaprus II;;0.0;0.0;2.55;0;0.0;-0.25;0 - 0;0-0;4.0;1.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Youth;7105.0;JK Tallinna Kalev;;
2026-04-28;193660128;Uzbekistan PFL;Uzbekistan;12:00;Schedule;0.4144736842105263;2.0;2.5;1.8;2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Pakhtakor Tashkent;;0.0;0.0;1.6;0;0.0;0 - 0;3.5;Nasaf Qarshi;;0.0;0.0;4.75;0;0.0;-0.75;0 - 0;0-0;2.5;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;
2026-04-28;193673008;Finland Cup;Finland;12:00;Schedule;-0.00886524822695034;1.85;3.5;1.95;3.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;OLS;;0.0;0.0;2.4;0;0.0;0 - 0;3.7;SJK Akatemia;;0.0;0.0;2.35;0;0.0;0.0;0 - 0;0-0;3.5;1.5;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;89908.0;SJK Akatemia
2026-04-28;193673955;Latvia Virsliga;Latvia;12:00;Schedule;0.4851994851994852;1.95;3.0, 3.5;1.85;3.0, 3.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;FK Liepaja;6.0;0.0;0.0;1.48;0;0.0;0 - 0;4.0;SC Grobinas;7.0;0.0;0.0;5.25;0;0.0;-1.25;0 - 0;0-0;3.25;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;146336.0;FK Liepaja;52220.0;Grobinas SC/LFS
2026-04-28;193673058;Finland Cup;Finland;12:30;Schedule;-0.8857142857142857;1.9;4.0;1.9;4.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Union Plaani;;0.0;0.0;15.0;0;0.0;0 - 0;13.0;Lahti;;0.0;0.0;1.05;0;0.0;+3.0;0 - 0;0-0;4.0;1.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;728541.0;Union Plaani;2249.0;FC Lahti
2026-04-28;193673023;Finland Cup;Finland;12:30;Schedule;-0.9139194139194138;1.9;4.0;1.9;4.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;GBK;;0.0;0.0;21.0;0;0.0;0 - 0;13.0;FF Jaro;;0.0;0.0;1.04;0;0.0;+3.25;0 - 0;0-0;4.0;1.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;2252.0;FF Jaro
2026-04-28;193673042;Finland Cup;Finland;12:30;Schedule;-0.8614718614718615;1.825;3.5, 4.0;1.975;3.5, 4.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;HPS;;0.0;0.0;21.0;0;0.0;0 - 0;8.5;IFK Mariehamn;;0.0;0.0;1.1;0;0.0;+2.75;0 - 0;0-0;3.75;1.5;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;49530.0;HPS;5058.0;IFK Mariehamn
2026-04-28;193673054;Finland Cup;Finland;12:30;Schedule;-0.10582010582010581;1.85;3.5;1.95;3.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;PEPO;;0.0;0.0;2.7;0;0.0;0 - 0;3.75;JJK;;0.0;0.0;2.1;0;0.0;+0.25;0 - 0;0-0;3.5;1.5;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;
2026-04-28;193701483;Norway Toppserien Women;Norway;13:00;Schedule;0.7799749522114561;1.9;3.5, 4.0;1.9;3.5, 4.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;SK Brann (W);;0.0;0.0;1.167;0;0.0;0 - 0;7.0;Haugesund (W);;0.0;0.0;13.0;0;0.0;-2.75;0 - 0;0-0;3.75;1.5;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Women;743.0;SK Brann;889657.0;Haugesund
2026-04-28;193693421;Qatar Reserve League;Qatar;13:00;Schedule;0.10147991543340379;1.925;2.0, 2.5;1.875;2.0, 2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Umm Salal U23;;0.0;0.0;2.15;0;0.0;0 - 0;3.5;Al-Ahli Doha U23;;0.0;0.0;2.75;0;0.0;-0.25;0 - 0;0-0;2.25;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Youth;;;;
2026-04-28;193693419;Qatar Reserve League;Qatar;13:00;Schedule;-0.032051282051282104;2.0;2.0, 2.5;1.8;2.0, 2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Qatar SC Doha U23;;0.0;0.0;2.6;0;0.0;0 - 0;3.2;Al Duhail U23;;0.0;0.0;2.4;0;0.0;0.0;0 - 0;0-0;2.25;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Youth;;;;
2026-04-28;193693417;Qatar Reserve League;Qatar;13:00;Schedule;0.1875;1.9;2.5;1.9;2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Al Gharafa U23;;0.0;0.0;2.0;0;0.0;0 - 0;3.3;Al-Shahaniya SC U23;;0.0;0.0;3.2;0;0.0;-0.25;0 - 0;0-0;2.5;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Youth;;;;
2026-04-28;193701295;Norway U19 Elite League;Norway;13:00;Schedule;0.3472222222222222;1.975;4.5;1.825;4.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Valerenga U19;;0.0;0.0;1.6;0;0.0;0 - 0;4.75;Kongsvinger U19;;0.0;0.0;3.6;0;0.0;-1.0;0 - 0;0-0;4.5;1.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Youth;177964.0;Vaalerenga IF;;
2026-04-28;193663682;Bahrain Premier League;Bahrain;13:00;Schedule;0.03779289493575205;1.775;2.0;2.025;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Malkiya;4.0;0.0;0.0;2.45;0;0.0;0 - 0;3.0;Al-Najma Manama;9.0;0.0;0.0;2.7;0;0.0;0.0;0 - 0;0-0;2.0;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;45477.0;Malkiya Club;45475.0;Al-Najma Manama
2026-04-28;193673062;Finland Cup;Finland;13:00;Schedule;-0.9071368270666926;1.975;4.0;1.825;4.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;JPS;;0.0;0.0;29.0;0;0.0;0 - 0;11.0;MP;;0.0;0.0;1.062;0;0.0;+3.0;0 - 0;0-0;4.0;1.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;
2026-04-28;193672177;Estonia Cup Women;Estonia;13:00;Schedule;-0.5963413930405679;1.975;3.5, 4.0;1.825;3.5, 4.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Saku Sporting (W);;0.0;0.0;6.5;0;0.0;0 - 0;5.0;FC Flora Tallinn (W);;0.0;0.0;1.333;0;0.0;+1.5;0 - 0;0-0;3.75;1.5;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Women;372104.0;Saku Sporting;260875.0;Tallinna FC Flora
2026-04-28;193663672;Bahrain Premier League;Bahrain;13:00;Schedule;0.35744831050352294;1.975;2.5;1.825;2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Al Shabab Manama;;0.0;0.0;1.7;0;0.0;0 - 0;3.3;Bahrain SC;;0.0;0.0;4.333;0;0.0;-0.75;0 - 0;0-0;2.5;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;45476.0;Al-Shabab;60428.0;AL Bahrain
2026-04-28;193656000;Israel Premier League;Israel;13:00;Schedule;-0.007843137254901933;1.85;2.0, 2.5;1.95;2.0, 2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Bnei Sakhnin;;0.0;0.0;2.55;0;0.0;0 - 0;3.1;MS Ashdod;;0.0;0.0;2.5;0;0.0;0.0;0 - 0;0-0;2.25;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;5392.0;Bnei Sakhnin FC;5391.0;MS Ashdod
2026-04-28;193672516;Finland Kolmonen;Finland;13:00;Schedule;0.018912529550827395;2.0;3.5, 4.0;1.8;3.5, 4.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;FC Haka Juniors;;0.0;0.0;2.25;0;0.0;0 - 0;4.0;TPV II;;0.0;0.0;2.35;0;0.0;0.0;0 - 0;0-0;3.75;1.5;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Youth;796978.0;FC Haka J;;
2026-04-28;193661390;Saudi Arabia Division 1;Saudi Arabia;13:10;Schedule;0.2888888888888889;1.975;2.5;1.825;2.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Al Zulfi;;0.0;0.0;1.8;0;0.0;0 - 0;3.4;Al Taee;;0.0;0.0;3.75;0;0.0;-0.5;0 - 0;0-0;2.5;1.0;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;757980.0;AL Zulfi;168072.0;Al-Tai
2026-04-28;193672424;Finland Kolmonen;Finland;13:15;Schedule;0.7222222222222223;1.95;4.0, 4.5;1.85;4.0, 4.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;HooGee;;0.0;0.0;1.2;0;0.0;0 - 0;6.0;PPJ/Ruoholahti;;0.0;0.0;9.0;0;0.0;-2.25;0 - 0;0-0;4.25;1.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;1007053.0;PPJ/Ruoholahti
2026-04-28;193706337;Gambia Division 2;Gambia;13:30;Schedule;0.13141426783479349;1.95;1.5, 2.0;1.85;1.5, 2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Unique Global FC;;0.0;0.0;2.35;0;0.0;0 - 0;2.55;AJ Soccer Academy;;0.0;0.0;3.4;0;0.0;-0.25;0 - 0;0-0;1.75;0.75;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;;
2026-04-28;193668796;Portugal U23 League;Portugal;13:30;Schedule;0.08050089445438285;1.9;3.0, 3.5;1.9;3.0, 3.5;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Benfica U23;;0.0;0.0;2.15;0;0.0;0 - 0;3.8;Famalicao U23;;0.0;0.0;2.6;0;0.0;-0.25;0 - 0;0-0;3.25;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Youth;452087.0;SL Benfica;452125.0;FC Famalicao
2026-04-28;193668791;Portugal U23 League;Portugal;13:30;Schedule;0.3123721289326385;1.9;3.0;1.9;3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Torreense U23;;0.0;0.0;1.727;0;0.0;0 - 0;3.75;Braga U23;;0.0;0.0;3.75;0;0.0;-0.75;0 - 0;0-0;3.0;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Youth;1032453.0;Torreense;452091.0;Sporting Braga
2026-04-28;193668749;Portugal U23 League;Portugal;13:30;Schedule;0.47567567567567565;1.85;2.5, 3.0;1.95;2.5, 3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Academico Viseu U23;;0.0;0.0;1.48;0;0.0;0 - 0;4.2;Leixoes U23;;0.0;0.0;5.0;0;0.0;-1.0;0 - 0;0-0;2.75;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Youth;1032455.0;Academico Viseu;452123.0;Leixoes SC
2026-04-28;193656002;Israel Premier League;Israel;13:30;Schedule;-0.012889366272824943;1.775;2.5, 3.0;2.025;2.5, 3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Maccabi Tel Aviv;3.0;0.0;0.0;2.45;0;0.0;0 - 0;3.4;Hapoel Beer Sheva;1.0;0.0;0.0;2.375;0;0.0;0.0;0 - 0;0-0;2.75;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;;;5202.0;Hapoel Be`er Sheva FC
2026-04-28;193668753;Portugal U23 League;Portugal;13:30;Schedule;0.11904761904761901;1.85;3.0;1.95;3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Santa Clara U23;;0.0;0.0;2.1;0;0.0;0 - 0;3.5;Sporting U23;;0.0;0.0;2.8;0;0.0;-0.25;0 - 0;0-0;3.0;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;Youth;1032457.0;Santa Clara;476168.0;Sporting CP
2026-04-28;192614227;Saudi Arabia Pro League;Saudi Arabia;13:45;Schedule;0.39421301638587586;2.0;3.0;1.8;3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;Neom SC;8.0;0.0;0.0;1.6;0;0.0;0 - 0;3.75;Al Hazm;9.0;0.0;0.0;4.333;0;0.0;-0.75;0 - 0;0-0;3.0;1.25;-;nan;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;nan;[];[];[];[];[];[];[];[];1.0;0.0;0.0;1.0;0.0;0.0;;529781.0;Neom SC;168086.0;Al-Hazm
